time,x_id_0,y_id_0,x_ref_id_0,y_ref_id_0,delta_x_id_0,delta_y_id_0,x_id_1,y_id_1,x_ref_id_1,y_ref_id_1,delta_x_id_1,delta_y_id_1,x_id_2,y_id_2,x_ref_id_2,y_ref_id_2,delta_x_id_2,delta_y_id_2
0.10037970542907715,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.1206369400024414,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.15188145637512207,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.18312287330627441,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.19875502586364746,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.22999024391174316,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.3080935478210449,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.33933520317077637,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.3861985206604004,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.43306612968444824,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.4486842155456543,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.47992706298828125,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.5267922878265381,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.5424141883850098,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.6049036979675293,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.6205201148986816,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.6517620086669922,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.6673836708068848,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.7214803695678711,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.7373995780944824,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.7713994979858398,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.8076639175415039,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.8573832511901855,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.8908982276916504,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.9402546882629395,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.9559028148651123,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
0.9878139495849609,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.005749225616455,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.0551295280456543,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.1033813953399658,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.1216042041778564,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.1575286388397217,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.1879737377166748,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.2060389518737793,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.2411720752716064,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.2731928825378418,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.290137529373169,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.3060517311096191,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.3390300273895264,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.37217116355896,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.4191792011260986,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.4388692378997803,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.489579677581787,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.5369486808776855,93,391,93.0,391.0,0.0,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.5555987358093262,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.6047859191894531,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.6534440517425537,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.7003073692321777,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.715928554534912,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.7627930641174316,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.778414249420166,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
1.7940354347229004,92,391,93.0,391.0,-0.1640625,0.0,321,242,321.0,242.0,0.0,0.0,551,90,551.0,90.0,0.0,0.0
